text,label,category,severity,sentiment
Your live chat support disconnected in the middle of our conversation and I never received a follow-up.,__label__1,Customer Service,Low,Negative
I returned my order 3 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Medium,Negative
After 11 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Low,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
The issue with my payment was corrected the same day I reported it. Appreciate the fast action.,__label__2,Customer Service,Low,Positive
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Low,Negative
I have been waiting 17 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Low,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,High,Negative
The product arrived completely broken. The camera was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
The delivery was 12 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Medium,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Medium,Negative
The agent I spoke with was knowledgeable and fixed my account issue on the first call.,__label__2,Customer Service,Low,Positive
Order 505205 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Low,Negative
The delivery was 6 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,High,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Medium,Negative
I submitted a support ticket 7 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Medium,Negative
I ordered shoes but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
I was charged a hidden fee of $62.33 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,Medium,Negative
My shipment has been stuck at the distribution center for 9 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
I submitted a support ticket 7 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,High,Negative
My monitor stopped working after just 11 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Medium,Negative
The agent I spoke with was knowledgeable and fixed my account issue on the first call.,__label__2,Product Quality,Low,Positive
"I was skeptical after my order was delayed, but your team tracked it down and delivered it the next day. Well done.",__label__2,Delivery Issue,Low,Positive
After 10 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Medium,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
I paid for express shipping but my order arrived 19 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Low,Negative
I submitted a support ticket 10 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Low,Negative
Your agent promised to call me back within 24 hours. It has been 16 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
Your agent promised to call me back within 24 hours. It has been 19 days and I have heard nothing.,__label__1,Customer Service,Low,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Product Quality,Low,Positive
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Product Quality,Low,Positive
The refund amount I received is incorrect — I was refunded $185.49 but I paid $43.77. Please correct this immediately.,__label__1,Refund Issue,High,Negative
The product arrived completely broken. The blender was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Product Quality,Low,Positive
I was promised a full refund within 5-7 business days but it has been 15 days and nothing has appeared in my account.,__label__1,Refund Issue,Medium,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Low,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Delivery Issue,Low,Positive
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Customer Service,Low,Positive
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Medium,Negative
I ordered speaker but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Low,Negative
I placed an order 8 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,High,Negative
My shipment has been stuck at the distribution center for 6 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Low,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Medium,Negative
I was charged twice for the same order. I can see two transactions of $65.23 on my credit card statement dated 13/3/2024.,__label__1,Payment Issue,Medium,Negative
I was promised a full refund within 5-7 business days but it has been 15 days and nothing has appeared in my account.,__label__1,Refund Issue,Medium,Negative
My shipment has been stuck at the distribution center for 8 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Low,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,High,Negative
I placed an order 6 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Low,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
Wrong item was delivered to my address. I ordered speaker but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Low,Negative
I was charged for a subscription I cancelled 20 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
I was charged twice for the same order. I can see two transactions of $122.34 on my credit card statement dated 17/8/2024.,__label__1,Payment Issue,Low,Negative
Your live chat support disconnected in the middle of our conversation and I never received a follow-up.,__label__1,Customer Service,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
Your agent promised to call me back within 24 hours. It has been 9 days and I have heard nothing.,__label__1,Customer Service,Low,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Low,Negative
The product arrived completely broken. The laptop was cracked and unusable right out of the box.,__label__1,Product Quality,Medium,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
The refund amount I received is incorrect — I was refunded $80.21 but I paid $23.29. Please correct this immediately.,__label__1,Refund Issue,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Medium,Negative
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Customer Service,Low,Positive
I wanted to follow up — your team resolved my delivery issue within 24 hours. Very impressed with the quick response.,__label__2,Customer Service,Low,Positive
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
My card was charged $168.80 but the order total was $199.83. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,High,Negative
I placed an order 3 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Low,Negative
I was told my complaint was escalated to a supervisor but nobody has contacted me in 8 days.,__label__1,Customer Service,Medium,Negative
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Medium,Negative
Wrong item was delivered to my address. I ordered monitor but received something completely different. Please send the correct item.,__label__1,Delivery Issue,High,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Medium,Negative
The product arrived completely broken. The smartwatch was cracked and unusable right out of the box.,__label__1,Product Quality,Medium,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Low,Negative
I returned my order 21 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Medium,Negative
I paid for express shipping but my order arrived 19 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Medium,Negative
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Customer Service,Low,Positive
I ordered desk lamp but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
I have contacted your support team 2 times over the past 21 days and have not received a single useful response.,__label__1,Customer Service,High,Negative
Order 166547 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Low,Negative
An unauthorized charge of $189.78 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,Low,Negative
The backpack does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Low,Negative
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Medium,Negative
My shipment has been stuck at the distribution center for 11 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
My shipment has been stuck at the distribution center for 16 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Low,Negative
After 15 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Medium,Negative
My refund was processed faster than expected. Thank you for the smooth resolution.,__label__2,Refund Issue,Low,Positive
My shipment has been stuck at the distribution center for 17 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
I have contacted your support team 5 times over the past 7 days and have not received a single useful response.,__label__1,Customer Service,Low,Negative
My headphones stopped working after just 6 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Low,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Medium,Negative
Wrong item was delivered to my address. I ordered blender but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Low,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Medium,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Medium,Negative
Wrong item was delivered to my address. I ordered smartwatch but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Low,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Medium,Negative
An unauthorized charge of $50.44 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,Medium,Negative
My order #385693 was supposed to arrive on 24/2/2024 but it still hasn't shown up. The tracking hasn't updated in 15 days. This is completely unacceptable.,__label__1,Delivery Issue,Medium,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Medium,Negative
The delivery was 18 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Medium,Negative
Wrong item was delivered to my address. I ordered tablet but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Medium,Negative
Order 904037 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
I ordered headphones but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
I have contacted your support team 5 times over the past 12 days and have not received a single useful response.,__label__1,Customer Service,Medium,Negative
I have been waiting 9 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Low,Negative
An unauthorized charge of $172.22 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,Low,Negative
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Customer Service,Low,Positive
My shipment has been stuck at the distribution center for 21 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
Your agent promised to call me back within 24 hours. It has been 19 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
I was promised a full refund within 5-7 business days but it has been 10 days and nothing has appeared in my account.,__label__1,Refund Issue,Low,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,High,Negative
Order 946719 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Low,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
An unauthorized charge of $99.77 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,Low,Negative
My refund was processed faster than expected. Thank you for the smooth resolution.,__label__2,Customer Service,Low,Positive
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
I was promised a full refund within 5-7 business days but it has been 6 days and nothing has appeared in my account.,__label__1,Refund Issue,Medium,Negative
My shipment has been stuck at the distribution center for 10 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Low,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
The product quality issue was acknowledged and a replacement was sent the same day.,__label__2,Payment Issue,Low,Positive
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Low,Negative
Wrong item was delivered to my address. I ordered headphones but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Low,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Low,Negative
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Refund Issue,Low,Positive
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Payment Issue,Low,Positive
The product arrived completely broken. The shoes was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Refund Issue,Low,Positive
The headphones does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
The product quality issue was acknowledged and a replacement was sent the same day.,__label__2,Payment Issue,Low,Positive
My card was charged $26.50 but the order total was $22.47. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,Medium,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Low,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Payment Issue,Low,Positive
My refund request has been pending for 10 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,High,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Medium,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Medium,Negative
I was charged twice for the same order. I can see two transactions of $196.84 on my credit card statement dated 9/9/2024.,__label__1,Payment Issue,Medium,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
I paid for express shipping but my order arrived 6 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Low,Negative
I was promised a full refund within 5-7 business days but it has been 10 days and nothing has appeared in my account.,__label__1,Refund Issue,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Low,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Low,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Low,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
The desk lamp does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
I submitted a support ticket 20 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Low,Negative
I was charged for a subscription I cancelled 19 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,High,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Medium,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Medium,Negative
I was charged for a subscription I cancelled 4 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
I received a defective unit. The coffee maker has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Medium,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Low,Negative
I placed an order 6 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Low,Negative
I have contacted your support team 4 times over the past 3 days and have not received a single useful response.,__label__1,Customer Service,High,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Delivery Issue,Low,Positive
I was promised a full refund within 5-7 business days but it has been 16 days and nothing has appeared in my account.,__label__1,Refund Issue,Low,Negative
I have emailed your support team 4 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Low,Negative
My order #734487 was supposed to arrive on 5/11/2024 but it still hasn't shown up. The tracking hasn't updated in 17 days. This is completely unacceptable.,__label__1,Delivery Issue,Medium,Negative
My refund was processed faster than expected. Thank you for the smooth resolution.,__label__2,Delivery Issue,Low,Positive
I received a defective unit. The blender has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
I was charged a hidden fee of $199.99 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,Medium,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Medium,Negative
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Delivery Issue,Low,Positive
I submitted a support ticket 15 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Medium,Negative
The laptop does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Low,Negative
My card was charged $77.67 but the order total was $153.77. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,Low,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Medium,Negative
I was told my complaint was escalated to a supervisor but nobody has contacted me in 4 days.,__label__1,Customer Service,Medium,Negative
I was charged a hidden fee of $127.20 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,Medium,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Medium,Negative
My order #164664 was supposed to arrive on 27/4/2024 but it still hasn't shown up. The tracking hasn't updated in 7 days. This is completely unacceptable.,__label__1,Delivery Issue,Medium,Negative
Order 309580 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Low,Negative
My replacement arrived quickly and the product works perfectly. Happy with how this was handled.,__label__2,Product Quality,Low,Positive
My shipment has been stuck at the distribution center for 18 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Low,Negative
I have emailed your support team 2 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Medium,Negative
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Low,Negative
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Delivery Issue,Low,Positive
Order 719323 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Low,Negative
An unauthorized charge of $23.17 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,High,Negative
The coffee maker does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Low,Negative
I submitted a support ticket 21 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,High,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Low,Negative
Your agent promised to call me back within 24 hours. It has been 11 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
Your live chat support disconnected in the middle of our conversation and I never received a follow-up.,__label__1,Customer Service,Medium,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,High,Negative
I have been waiting 19 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Low,Negative
I was charged for a subscription I cancelled 4 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
My card was charged $159.91 but the order total was $54.25. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
The agent I spoke with was knowledgeable and fixed my account issue on the first call.,__label__2,Product Quality,Low,Positive
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,High,Negative
"After raising my concern, a representative called me back promptly and resolved everything. Very satisfied.",__label__2,Refund Issue,Low,Positive
The monitor does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
I was charged twice for the same order. I can see two transactions of $75.50 on my credit card statement dated 7/9/2024.,__label__1,Payment Issue,Medium,Negative
My refund request has been pending for 20 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
I was charged twice for the same order. I can see two transactions of $172.04 on my credit card statement dated 7/2/2024.,__label__1,Payment Issue,Medium,Negative
I received a defective unit. The coffee maker has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Low,Negative
I have emailed your support team 3 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Medium,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Payment Issue,Low,Positive
My account shows a pending charge of $65.09 that has been there for 16 days. Please clarify this charge.,__label__1,Payment Issue,Medium,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Low,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,High,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Product Quality,Low,Positive
I received a defective unit. The coffee maker has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
The refund amount I received is incorrect — I was refunded $96.75 but I paid $20.31. Please correct this immediately.,__label__1,Refund Issue,High,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Low,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
Wrong item was delivered to my address. I ordered monitor but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Medium,Negative
My complaint was escalated and resolved within hours. Impressed by the responsiveness.,__label__2,Customer Service,Low,Positive
The camera does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
I was charged twice for the same order. I can see two transactions of $83.24 on my credit card statement dated 13/11/2024.,__label__1,Payment Issue,Medium,Negative
The delivery was 21 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Medium,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Delivery Issue,Low,Positive
The product quality issue was acknowledged and a replacement was sent the same day.,__label__2,Delivery Issue,Low,Positive
Order 304350 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
The delivery was 13 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Medium,Negative
The refund amount I received is incorrect — I was refunded $114.23 but I paid $73.41. Please correct this immediately.,__label__1,Refund Issue,High,Negative
I was charged a hidden fee of $193.05 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,High,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,High,Negative
I was charged for a subscription I cancelled 16 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Payment Issue,Low,Positive
I paid for express shipping but my order arrived 12 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Medium,Negative
Wrong item was delivered to my address. I ordered smartwatch but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Low,Negative
My account shows a pending charge of $129.50 that has been there for 20 days. Please clarify this charge.,__label__1,Payment Issue,Medium,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Medium,Negative
"After raising my concern, a representative called me back promptly and resolved everything. Very satisfied.",__label__2,Refund Issue,Low,Positive
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Delivery Issue,Low,Positive
The product arrived completely broken. The smartwatch was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
I was charged for a subscription I cancelled 18 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
The delivery was 18 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,High,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
The product arrived completely broken. The smartwatch was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
I have contacted your support team 6 times over the past 9 days and have not received a single useful response.,__label__1,Customer Service,Low,Negative
I received a defective unit. The laptop has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
After 11 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Low,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Customer Service,Low,Positive
Your live chat support disconnected in the middle of our conversation and I never received a follow-up.,__label__1,Customer Service,Medium,Negative
